Area Type, Area, Area Name,SOC_CODE, Occupational Title, Employment,Mean Wage, Median Wage, Entry Wage, Experienced Wage                                                                                                                                                                                                                                             
10,6,Mohawk Valley Region,11-9051,Food Service Managers,120,"$60,410 ","$58,120 ","$42,690 ","$69,260 "
10,7,New York City Region,11-9051,Food Service Managers,2180,"$85,480 ","$73,420 ","$51,700 ","$102,360 "
10,8,North Country Region,11-9051,Food Service Managers,100,"$52,940 ","$49,250 ","$33,320 ","$62,760 "
10,9,Southern Tier Region,11-9051,Food Service Managers,210,"$54,640 ","$49,540 ","$34,910 ","$64,510 "
10,10,Western New York Region,11-9051,Food Service Managers,500,"$58,050 ","$56,750 ","$35,160 ","$69,500 "
10,1,Capital Region,11-9061,Funeral Service Managers,60,"$121,760 ","$122,890 ","$85,240 ","$140,020 "
10,2,Central New York Region,11-9061,Funeral Service Managers,n/a,"$95,610 ","$76,020 ","$66,850 ","$109,990 "
10,7,New York City Region,11-9061,Funeral Service Managers,n/a,"$112,930 ","$116,190 ","$98,470 ","$120,170 "
10,9,Southern Tier Region,11-9061,Funeral Service Managers,n/a,"$73,090 ","$69,980 ","$59,800 ","$79,730 "
10,1,Capital Region,11-9081,Lodging Managers,n/a,"$49,000 ","$50,210 ","$36,550 ","$55,230 "
10,2,Central New York Region,11-9081,Lodging Managers,n/a,"$59,540 ","$55,740 ","$42,020 ","$68,300 "
10,4,Hudson Valley Region,11-9081,Lodging Managers,n/a,"$82,160 ","$85,200 ","$40,250 ","$103,120 "
10,5,Long Island Region,11-9081,Lodging Managers,n/a,"$65,920 ","$58,130 ","$46,910 ","$75,430 "
10,7,New York City Region,11-9081,Lodging Managers,260,"$93,350 ","$84,920 ","$57,250 ","$111,400 "
10,10,Western New York Region,11-9081,Lodging Managers,50,"$48,510 ","$37,930 ","$29,670 ","$57,930 "
10,1,Capital Region,11-9111,Medical and Health Services Managers,1670,"$107,240 ","$94,770 ","$69,200 ","$126,250 "
10,2,Central New York Region,11-9111,Medical and Health Services Managers,700,"$109,230 ","$98,000 ","$70,400 ","$128,650 "
10,3,Finger Lakes Region,11-9111,Medical and Health Services Managers,1290,"$118,530 ","$99,330 ","$70,410 ","$142,590 "
10,4,Hudson Valley Region,11-9111,Medical and Health Services Managers,2740,"$137,540 ","$122,940 ","$83,050 ","$164,790 "
10,5,Long Island Region,11-9111,Medical and Health Services Managers,4170,"$150,630 ","$128,100 ","$93,660 ","$179,120 "
10,6,Mohawk Valley Region,11-9111,Medical and Health Services Managers,510,"$101,750 ","$88,310 ","$68,080 ","$118,580 "
10,7,New York City Region,11-9111,Medical and Health Services Managers,12750,"$148,580 ","$128,620 ","$86,220 ","$179,750 "
10,8,North Country Region,11-9111,Medical and Health Services Managers,370,"$103,680 ","$92,250 ","$69,640 ","$120,700 "
10,9,Southern Tier Region,11-9111,Medical and Health Services Managers,520,"$107,600 ","$93,100 ","$64,780 ","$129,010 "
10,10,Western New York Region,11-9111,Medical and Health Services Managers,1210,"$112,120 ","$99,710 ","$73,060 ","$131,650 "
10,1,Capital Region,11-9121,Natural Sciences Managers,210,"$158,450 ","$138,560 ","$96,070 ","$189,640 "
10,2,Central New York Region,11-9121,Natural Sciences Managers,80,"$116,750 ","$109,140 ","$87,470 ","$131,380 "
10,3,Finger Lakes Region,11-9121,Natural Sciences Managers,90,"$104,070 ","$98,120 ","$65,870 ","$123,170 "
10,4,Hudson Valley Region,11-9121,Natural Sciences Managers,370,"$160,310 ","$145,090 ","$100,680 ","$190,130 "
10,5,Long Island Region,11-9121,Natural Sciences Managers,230,"$168,730 ","$154,180 ","$106,200 ","$199,990 "
10,7,New York City Region,11-9121,Natural Sciences Managers,780,"$159,340 ","$127,760 ","$87,170 ","$195,420 "
10,8,North Country Region,11-9121,Natural Sciences Managers,n/a,"$105,740 ","$94,790 ","$89,050 ","$114,080 "
10,9,Southern Tier Region,11-9121,Natural Sciences Managers,n/a,"$122,350 ","$112,020 ","$83,640 ","$141,710 "
10,10,Western New York Region,11-9121,Natural Sciences Managers,90,"$113,960 ","$104,210 ","$87,360 ","$127,260 "
10,1,Capital Region,11-9131,Postmasters and Mail Superintendents,90,"$74,680 ","$72,670 ","$61,710 ","$81,160 "
10,2,Central New York Region,11-9131,Postmasters and Mail Superintendents,60,"$75,070 ","$72,800 ","$63,760 ","$80,730 "
10,3,Finger Lakes Region,11-9131,Postmasters and Mail Superintendents,80,"$72,240 ","$71,960 ","$58,120 ","$79,300 "
10,4,Hudson Valley Region,11-9131,Postmasters and Mail Superintendents,200,"$75,230 ","$74,870 ","$63,320 ","$81,190 "
10,5,Long Island Region,11-9131,Postmasters and Mail Superintendents,150,"$81,630 ","$81,720 ","$70,990 ","$86,950 "
10,6,Mohawk Valley Region,11-9131,Postmasters and Mail Superintendents,60,"$72,530 ","$72,350 ","$62,350 ","$77,620 "
10,8,North Country Region,11-9131,Postmasters and Mail Superintendents,70,"$68,640 ","$66,770 ","$59,850 ","$73,030 "
10,9,Southern Tier Region,11-9131,Postmasters and Mail Superintendents,70,"$72,650 ","$72,030 ","$58,780 ","$79,580 "
10,10,Western New York Region,11-9131,Postmasters and Mail Superintendents,90,"$73,680 ","$73,260 ","$58,220 ","$81,420 "
10,1,Capital Region,11-9141,"Property, Real Estate, and Community Association Managers",270,"$84,000 ","$79,500 ","$61,830 ","$95,080 "
10,2,Central New York Region,11-9141,"Property, Real Estate, and Community Association Managers",100,"$93,650 ","$86,160 ","$57,240 ","$111,850 "
10,3,Finger Lakes Region,11-9141,"Property, Real Estate, and Community Association Managers",320,"$79,840 ","$73,070 ","$53,310 ","$93,110 "
10,4,Hudson Valley Region,11-9141,"Property, Real Estate, and Community Association Managers",230,"$121,250 ","$92,190 ","$61,070 ","$151,350 "
10,5,Long Island Region,11-9141,"Property, Real Estate, and Community Association Managers",610,"$119,790 ","$100,800 ","$79,070 ","$140,140 "
10,6,Mohawk Valley Region,11-9141,"Property, Real Estate, and Community Association Managers",50,"$84,060 ","$75,640 ","$60,820 ","$95,680 "
10,7,New York City Region,11-9141,"Property, Real Estate, and Community Association Managers",5510,"$122,770 ","$98,090 ","$68,020 ","$150,150 "
10,8,North Country Region,11-9141,"Property, Real Estate, and Community Association Managers",20,"$77,220 ","$76,050 ","$58,670 ","$86,490 "
10,9,Southern Tier Region,11-9141,"Property, Real Estate, and Community Association Managers",60,"$99,680 ","$88,540 ","$63,670 ","$117,680 "
10,10,Western New York Region,11-9141,"Property, Real Estate, and Community Association Managers",310,"$104,060 ","$82,460 ","$62,810 ","$124,680 "
10,1,Capital Region,11-9151,Social and Community Service Managers,820,"$85,890 ","$83,400 ","$59,670 ","$99,000 "
10,2,Central New York Region,11-9151,Social and Community Service Managers,420,"$73,610 ","$69,310 ","$48,380 ","$86,220 "
10,3,Finger Lakes Region,11-9151,Social and Community Service Managers,670,"$76,590 ","$71,720 ","$53,140 ","$88,310 "
10,4,Hudson Valley Region,11-9151,Social and Community Service Managers,1450,"$94,100 ","$90,580 ","$63,200 ","$109,550 "
10,5,Long Island Region,11-9151,Social and Community Service Managers,1030,"$92,110 ","$88,950 ","$64,570 ","$105,880 "
10,6,Mohawk Valley Region,11-9151,Social and Community Service Managers,240,"$78,040 ","$74,380 ","$51,480 ","$91,320 "
10,7,New York City Region,11-9151,Social and Community Service Managers,6060,"$96,210 ","$93,230 ","$65,350 ","$111,640 "
10,8,North Country Region,11-9151,Social and Community Service Managers,250,"$75,910 ","$68,780 ","$54,050 ","$86,840 "
10,9,Southern Tier Region,11-9151,Social and Community Service Managers,350,"$73,630 ","$70,590 ","$50,590 ","$85,150 "
10,10,Western New York Region,11-9151,Social and Community Service Managers,640,"$71,430 ","$71,040 ","$46,750 ","$83,770 "
10,1,Capital Region,11-9161,Emergency Management Directors,100,"$77,760 ","$74,760 ","$55,430 ","$88,920 "
10,2,Central New York Region,11-9161,Emergency Management Directors,n/a,"$76,680 ","$74,300 ","$46,710 ","$91,670 "
10,3,Finger Lakes Region,11-9161,Emergency Management Directors,n/a,"$86,250 ","$82,720 ","$60,590 ","$99,070 "
10,4,Hudson Valley Region,11-9161,Emergency Management Directors,110,"$89,590 ","$81,210 ","$60,950 ","$103,910 "
10,5,Long Island Region,11-9161,Emergency Management Directors,n/a,"$95,450 ","$89,560 ","$68,830 ","$108,760 "
10,6,Mohawk Valley Region,11-9161,Emergency Management Directors,n/a,"$72,190 ","$69,510 ","$42,220 ","$87,180 "
10,7,New York City Region,11-9161,Emergency Management Directors,n/a,"$129,070 ","$121,620 ","$83,310 ","$151,940 "
10,8,North Country Region,11-9161,Emergency Management Directors,20,"$66,800 ","$68,950 ","$50,620 ","$74,890 "
10,9,Southern Tier Region,11-9161,Emergency Management Directors,n/a,"$77,190 ","$68,790 ","$49,750 ","$90,910 "
10,10,Western New York Region,11-9161,Emergency Management Directors,n/a,"$72,120 ","$71,340 ","$54,290 ","$81,040 "
10,1,Capital Region,11-9199,"Managers, All Other",1250,"$93,100 ","$92,470 ","$56,130 ","$111,590 "
10,2,Central New York Region,11-9199,"Managers, All Other",480,"$105,760 ","$100,530 ","$50,830 ","$133,220 "
10,3,Finger Lakes Region,11-9199,"Managers, All Other",650,"$87,550 ","$85,300 ","$48,830 ","$106,910 "
10,4,Hudson Valley Region,11-9199,"Managers, All Other",1190,"$118,210 ","$107,630 ","$61,150 ","$146,750 "
10,5,Long Island Region,11-9199,"Managers, All Other",1220,"$126,440 ","$119,620 ","$77,070 ","$151,120 "
10,6,Mohawk Valley Region,11-9199,"Managers, All Other",250,"$68,490 ","$61,190 ","$37,960 ","$83,760 "
10,7,New York City Region,11-9199,"Managers, All Other",7630,"$141,080 ","$126,330 ","$77,610 ","$172,810 "
10,8,North Country Region,11-9199,"Managers, All Other",320,"$79,970 ","$89,040 ","$48,930 ","$95,490 "
10,10,Western New York Region,11-9199,"Managers, All Other",990,"$102,600 ","$97,370 ","$58,700 ","$124,560 "
10,1,Capital Region,13-0000,Business and Financial Operations Occupations,28110,"$71,940 ","$66,000 ","$44,630 ","$85,590 "
10,2,Central New York Region,13-0000,Business and Financial Operations Occupations,13260,"$71,430 ","$65,470 ","$43,890 ","$85,210 "
10,3,Finger Lakes Region,13-0000,Business and Financial Operations Occupations,23640,"$72,270 ","$64,540 ","$42,800 ","$87,000 "
10,4,Hudson Valley Region,13-0000,Business and Financial Operations Occupations,35380,"$86,730 ","$74,050 ","$46,480 ","$106,860 "
10,5,Long Island Region,13-0000,Business and Financial Operations Occupations,53980,"$84,270 ","$72,860 ","$46,650 ","$103,080 "
10,6,Mohawk Valley Region,13-0000,Business and Financial Operations Occupations,6880,"$64,640 ","$56,770 ","$38,340 ","$77,790 "
10,7,New York City Region,13-0000,Business and Financial Operations Occupations,318250,"$105,550 ","$87,390 ","$54,680 ","$130,990 "
10,8,North Country Region,13-0000,Business and Financial Operations Occupations,4270,"$62,460 ","$60,460 ","$39,900 ","$73,740 "
10,9,Southern Tier Region,13-0000,Business and Financial Operations Occupations,8760,"$69,140 ","$61,730 ","$40,010 ","$83,700 "
10,10,Western New York Region,13-0000,Business and Financial Operations Occupations,26260,"$69,250 ","$62,200 ","$40,410 ","$83,670 "
10,1,Capital Region,13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",n/a,"$95,340 ","$61,580 ","$50,660 ","$117,690 "
10,3,Finger Lakes Region,13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",n/a,"$67,010 ","$60,900 ","$51,360 ","$74,840 "
10,5,Long Island Region,13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",n/a,"$88,600 ","$92,620 ","$70,880 ","$97,460 "
10,7,New York City Region,13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",2470,"$95,840 ","$65,530 ","$41,670 ","$122,930 "
10,1,Capital Region,13-1021,"Buyers and Purchasing Agents, Farm Products",n/a,"$48,530 ","$44,970 ","$28,000 ","$58,800 "
10,2,Central New York Region,13-1021,"Buyers and Purchasing Agents, Farm Products",n/a,"$87,340 ","$72,740 ","$45,600 ","$108,220 "
10,3,Finger Lakes Region,13-1021,"Buyers and Purchasing Agents, Farm Products",n/a,"$38,860 ","$36,350 ","$29,260 ","$43,660 "
10,4,Hudson Valley Region,13-1021,"Buyers and Purchasing Agents, Farm Products",n/a,"$78,050 ","$74,710 ","$51,820 ","$91,160 "
10,5,Long Island Region,13-1021,"Buyers and Purchasing Agents, Farm Products",n/a,"$61,140 ","$56,010 ","$39,840 ","$71,790 "
10,7,New York City Region,13-1021,"Buyers and Purchasing Agents, Farm Products",n/a,"$90,250 ","$73,880 ","$39,650 ","$115,560 "
10,10,Western New York Region,13-1021,"Buyers and Purchasing Agents, Farm Products",n/a,"$44,150 ","$39,350 ","$35,980 ","$48,230 "
10,1,Capital Region,13-1022,"Wholesale and Retail Buyers, Except Farm Products",290,"$58,330 ","$52,850 ","$33,650 ","$70,660 "
10,2,Central New York Region,13-1022,"Wholesale and Retail Buyers, Except Farm Products",190,"$62,670 ","$56,640 ","$43,410 ","$72,300 "
10,3,Finger Lakes Region,13-1022,"Wholesale and Retail Buyers, Except Farm Products",370,"$51,250 ","$48,010 ","$30,270 ","$61,740 "
10,4,Hudson Valley Region,13-1022,"Wholesale and Retail Buyers, Except Farm Products",810,"$69,470 ","$61,720 ","$36,430 ","$86,000 "
10,5,Long Island Region,13-1022,"Wholesale and Retail Buyers, Except Farm Products",1400,"$63,810 ","$60,420 ","$35,390 ","$78,020 "
10,6,Mohawk Valley Region,13-1022,"Wholesale and Retail Buyers, Except Farm Products",90,"$51,480 ","$45,390 ","$33,240 ","$60,590 "
10,7,New York City Region,13-1022,"Wholesale and Retail Buyers, Except Farm Products",4190,"$83,140 ","$71,040 ","$43,820 ","$102,800 "
10,8,North Country Region,13-1022,"Wholesale and Retail Buyers, Except Farm Products",80,"$53,230 ","$54,790 ","$39,470 ","$60,110 "
10,9,Southern Tier Region,13-1022,"Wholesale and Retail Buyers, Except Farm Products",130,"$56,380 ","$51,060 ","$32,560 ","$68,300 "
10,10,Western New York Region,13-1022,"Wholesale and Retail Buyers, Except Farm Products",470,"$64,740 ","$59,210 ","$39,160 ","$77,530 "
10,1,Capital Region,13-1023,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",920,"$64,180 ","$61,700 ","$45,810 ","$73,360 "
10,2,Central New York Region,13-1023,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",640,"$64,850 ","$62,480 ","$45,590 ","$74,480 "
10,3,Finger Lakes Region,13-1023,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",1260,"$65,960 ","$62,870 ","$42,870 ","$77,510 "
10,4,Hudson Valley Region,13-1023,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",1170,"$69,610 ","$66,770 ","$46,560 ","$81,130 "
10,5,Long Island Region,13-1023,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",1470,"$75,720 ","$73,120 ","$51,670 ","$87,750 "
10,6,Mohawk Valley Region,13-1023,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",310,"$62,240 ","$58,120 ","$40,350 ","$73,180 "
10,7,New York City Region,13-1023,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",6870,"$74,600 ","$69,450 ","$48,880 ","$87,460 "
10,8,North Country Region,13-1023,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",180,"$54,690 ","$51,230 ","$40,580 ","$61,750 "
10,9,Southern Tier Region,13-1023,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",580,"$66,640 ","$63,060 ","$42,020 ","$78,950 "
10,10,Western New York Region,13-1023,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",1230,"$60,130 ","$57,770 ","$41,950 ","$69,220 "
10,1,Capital Region,13-1031,"Claims Adjusters, Examiners, and Investigators",1740,"$64,480 ","$62,070 ","$43,020 ","$75,210 "
10,2,Central New York Region,13-1031,"Claims Adjusters, Examiners, and Investigators",1000,"$69,500 ","$67,390 ","$47,460 ","$80,510 "
10,3,Finger Lakes Region,13-1031,"Claims Adjusters, Examiners, and Investigators",1230,"$66,020 ","$63,890 ","$42,680 ","$77,700 "
10,4,Hudson Valley Region,13-1031,"Claims Adjusters, Examiners, and Investigators",1030,"$68,500 ","$63,980 ","$45,350 ","$80,080 "
10,5,Long Island Region,13-1031,"Claims Adjusters, Examiners, and Investigators",4270,"$66,720 ","$64,150 ","$46,730 ","$76,720 "
10,6,Mohawk Valley Region,13-1031,"Claims Adjusters, Examiners, and Investigators",990,"$52,460 ","$47,610 ","$36,340 ","$60,520 "
10,7,New York City Region,13-1031,"Claims Adjusters, Examiners, and Investigators",7670,"$74,700 ","$73,380 ","$48,970 ","$87,570 "
10,8,North Country Region,13-1031,"Claims Adjusters, Examiners, and Investigators",70,"$55,890 ","$53,160 ","$34,630 ","$66,520 "
10,9,Southern Tier Region,13-1031,"Claims Adjusters, Examiners, and Investigators",510,"$64,940 ","$68,520 ","$42,570 ","$76,120 "
10,10,Western New York Region,13-1031,"Claims Adjusters, Examiners, and Investigators",1530,"$60,870 ","$58,110 ","$42,040 ","$70,290 "
10,1,Capital Region,13-1032,"Insurance Appraisers, Auto Damage",n/a,"$66,890 ","$62,060 ","$53,320 ","$73,680 "
10,2,Central New York Region,13-1032,"Insurance Appraisers, Auto Damage",50,"$87,460 ","$90,150 ","$53,540 ","$104,420 "
10,3,Finger Lakes Region,13-1032,"Insurance Appraisers, Auto Damage",70,"$78,080 ","$85,470 ","$54,670 ","$89,790 "
10,4,Hudson Valley Region,13-1032,"Insurance Appraisers, Auto Damage",n/a,"$65,080 ","$63,040 ","$49,330 ","$72,950 "
10,5,Long Island Region,13-1032,"Insurance Appraisers, Auto Damage",470,"$65,570 ","$63,000 ","$52,730 ","$71,990 "
