,Area Type, Area, Area Name,SOC_CODE, Occupational Title, Employment,Mean Wage, Median Wage, Entry Wage, Experienced Wage                                                                                                                                                                                                                                             ,Rank,Probability,Label,Occupation
2698,1,36,New York State,35-3022,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",31480,"$24,200 ","$21,040 ","$20,180 ","$26,350 ",632,0.96,,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop"
2699,10,1,Capital Region,35-3031,Waiters and Waitresses,8520,"$27,960 ","$24,330 ","$20,180 ","$31,950 ",592,0.94,0.0,Waiters and Waitresses
2700,10,2,Central New York Region,35-3031,Waiters and Waitresses,5280,"$26,890 ","$21,910 ","$20,180 ","$30,390 ",592,0.94,0.0,Waiters and Waitresses
2701,10,3,Finger Lakes Region,35-3031,Waiters and Waitresses,10220,"$26,900 ","$24,180 ","$20,180 ","$30,360 ",592,0.94,0.0,Waiters and Waitresses
2702,10,4,Hudson Valley Region,35-3031,Waiters and Waitresses,17270,"$26,510 ","$20,650 ","$20,180 ","$29,880 ",592,0.94,0.0,Waiters and Waitresses
2703,10,5,Long Island Region,35-3031,Waiters and Waitresses,22300,"$26,130 ","$21,610 ","$20,800 ","$29,240 ",592,0.94,0.0,Waiters and Waitresses
2704,10,6,Mohawk Valley Region,35-3031,Waiters and Waitresses,2770,"$27,150 ","$22,310 ","$20,180 ","$30,650 ",592,0.94,0.0,Waiters and Waitresses
2705,10,7,New York City Region,35-3031,Waiters and Waitresses,69170,"$36,260 ","$28,640 ","$21,840 ","$44,450 ",592,0.94,0.0,Waiters and Waitresses
2706,10,8,North Country Region,35-3031,Waiters and Waitresses,3450,"$23,950 ","$20,260 ","$20,180 ","$25,970 ",592,0.94,0.0,Waiters and Waitresses
2707,10,9,Southern Tier Region,35-3031,Waiters and Waitresses,4010,"$23,420 ","$20,190 ","$20,180 ","$25,250 ",592,0.94,0.0,Waiters and Waitresses
2708,10,10,Western New York Region,35-3031,Waiters and Waitresses,12400,"$27,110 ","$22,130 ","$20,180 ","$30,730 ",592,0.94,0.0,Waiters and Waitresses
2709,1,36,New York State,35-3031,Waiters and Waitresses,155660,"$30,830 ","$23,370 ","$20,180 ","$36,310 ",592,0.94,0.0,Waiters and Waitresses
2710,10,1,Capital Region,35-3041,"Food Servers, Nonrestaurant",1040,"$24,150 ","$22,320 ","$20,180 ","$26,150 ",492,0.86,,"Food Servers, Nonrestaurant"
2711,10,2,Central New York Region,35-3041,"Food Servers, Nonrestaurant",900,"$24,010 ","$20,570 ","$20,180 ","$26,100 ",492,0.86,,"Food Servers, Nonrestaurant"
2712,10,3,Finger Lakes Region,35-3041,"Food Servers, Nonrestaurant",1070,"$22,240 ","$20,790 ","$20,180 ","$23,470 ",492,0.86,,"Food Servers, Nonrestaurant"
2713,10,4,Hudson Valley Region,35-3041,"Food Servers, Nonrestaurant",2390,"$28,850 ","$27,990 ","$21,770 ","$32,390 ",492,0.86,,"Food Servers, Nonrestaurant"
2714,10,5,Long Island Region,35-3041,"Food Servers, Nonrestaurant",2060,"$34,170 ","$35,480 ","$23,960 ","$39,280 ",492,0.86,,"Food Servers, Nonrestaurant"
2715,10,6,Mohawk Valley Region,35-3041,"Food Servers, Nonrestaurant",620,"$22,250 ","$20,240 ","$20,180 ","$23,550 ",492,0.86,,"Food Servers, Nonrestaurant"
2716,10,7,New York City Region,35-3041,"Food Servers, Nonrestaurant",6070,"$37,400 ","$36,790 ","$30,190 ","$41,000 ",492,0.86,,"Food Servers, Nonrestaurant"
2717,10,8,North Country Region,35-3041,"Food Servers, Nonrestaurant",260,"$22,950 ","$21,320 ","$20,180 ","$24,470 ",492,0.86,,"Food Servers, Nonrestaurant"
2718,10,9,Southern Tier Region,35-3041,"Food Servers, Nonrestaurant",590,"$23,650 ","$20,480 ","$20,180 ","$25,550 ",492,0.86,,"Food Servers, Nonrestaurant"
2719,10,10,Western New York Region,35-3041,"Food Servers, Nonrestaurant",1490,"$25,780 ","$23,920 ","$20,740 ","$28,300 ",492,0.86,,"Food Servers, Nonrestaurant"
2720,1,36,New York State,35-3041,"Food Servers, Nonrestaurant",16550,"$30,870 ","$30,490 ","$21,180 ","$35,710 ",492,0.86,,"Food Servers, Nonrestaurant"
2721,10,1,Capital Region,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,1190,"$24,740 ","$20,440 ","$20,180 ","$27,240 ",555.,0.91,,Dining Room and Cafeteria Attendants and Bartender Helpers
2722,10,2,Central New York Region,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,1510,"$21,880 ","$20,380 ","$20,180 ","$22,830 ",555.,0.91,,Dining Room and Cafeteria Attendants and Bartender Helpers
2723,10,3,Finger Lakes Region,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,1680,"$24,040 ","$20,490 ","$20,180 ","$26,150 ",555.,0.91,,Dining Room and Cafeteria Attendants and Bartender Helpers
2724,10,4,Hudson Valley Region,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,3750,"$24,410 ","$20,310 ","$20,180 ","$26,750 ",555.,0.91,,Dining Room and Cafeteria Attendants and Bartender Helpers
2725,10,5,Long Island Region,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,3600,"$24,750 ","$20,800 ","$20,800 ","$27,250 ",555.,0.91,,Dining Room and Cafeteria Attendants and Bartender Helpers
2726,10,6,Mohawk Valley Region,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,320,"$25,150 ","$20,180 ","$20,180 ","$27,830 ",555.,0.91,,Dining Room and Cafeteria Attendants and Bartender Helpers
2727,10,7,New York City Region,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,17980,"$28,660 ","$21,840 ","$21,840 ","$33,120 ",555.,0.91,,Dining Room and Cafeteria Attendants and Bartender Helpers
2728,10,8,North Country Region,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,590,"$20,440 ","$20,180 ","$20,180 ","$20,760 ",555.,0.91,,Dining Room and Cafeteria Attendants and Bartender Helpers
2729,10,9,Southern Tier Region,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,580,"$21,790 ","$20,180 ","$20,180 ","$22,750 ",555.,0.91,,Dining Room and Cafeteria Attendants and Bartender Helpers
2730,10,10,Western New York Region,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,1750,"$23,060 ","$20,640 ","$20,180 ","$24,670 ",555.,0.91,,Dining Room and Cafeteria Attendants and Bartender Helpers
2731,1,36,New York State,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,33410,"$26,570 ","$20,550 ","$20,180 ","$29,970 ",555.,0.91,,Dining Room and Cafeteria Attendants and Bartender Helpers
2732,10,1,Capital Region,35-9021,Dishwashers,2190,"$22,180 ","$20,860 ","$20,180 ","$23,330 ",424,0.77,1.0,Dishwashers
2733,10,2,Central New York Region,35-9021,Dishwashers,1500,"$20,890 ","$20,180 ","$20,180 ","$21,380 ",424,0.77,1.0,Dishwashers
2734,10,3,Finger Lakes Region,35-9021,Dishwashers,2390,"$21,100 ","$20,200 ","$20,180 ","$21,730 ",424,0.77,1.0,Dishwashers
2735,10,4,Hudson Valley Region,35-9021,Dishwashers,3420,"$22,510 ","$20,690 ","$20,180 ","$23,790 ",424,0.77,1.0,Dishwashers
2736,10,5,Long Island Region,35-9021,Dishwashers,4460,"$23,030 ","$22,140 ","$20,800 ","$24,550 ",424,0.77,1.0,Dishwashers
2737,10,6,Mohawk Valley Region,35-9021,Dishwashers,950,"$21,000 ","$20,180 ","$20,180 ","$21,650 ",424,0.77,1.0,Dishwashers
2738,10,7,New York City Region,35-9021,Dishwashers,14390,"$26,160 ","$22,600 ","$21,840 ","$29,230 ",424,0.77,1.0,Dishwashers
2739,10,8,North Country Region,35-9021,Dishwashers,880,"$21,310 ","$20,180 ","$20,180 ","$22,120 ",424,0.77,1.0,Dishwashers
2740,10,9,Southern Tier Region,35-9021,Dishwashers,1430,"$21,700 ","$20,180 ","$20,180 ","$22,600 ",424,0.77,1.0,Dishwashers
2741,10,10,Western New York Region,35-9021,Dishwashers,2690,"$21,220 ","$20,280 ","$20,180 ","$21,920 ",424,0.77,1.0,Dishwashers
2742,1,36,New York State,35-9021,Dishwashers,34360,"$23,710 ","$20,930 ","$20,180 ","$25,620 ",424,0.77,1.0,Dishwashers
2743,10,1,Capital Region,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",1300,"$23,070 ","$20,870 ","$20,180 ","$24,680 ",668,0.97,,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop"
2744,10,2,Central New York Region,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",800,"$22,060 ","$20,730 ","$20,180 ","$23,190 ",668,0.97,,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop"
2745,10,3,Finger Lakes Region,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",1360,"$22,400 ","$20,810 ","$20,180 ","$23,650 ",668,0.97,,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop"
2746,10,4,Hudson Valley Region,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",2780,"$23,620 ","$21,100 ","$20,180 ","$25,550 ",668,0.97,,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop"
2747,10,5,Long Island Region,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",3440,"$24,300 ","$22,040 ","$20,800 ","$26,480 ",668,0.97,,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop"
2748,10,6,Mohawk Valley Region,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",260,"$24,540 ","$22,920 ","$21,190 ","$26,210 ",668,0.97,,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop"
2749,10,7,New York City Region,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",8800,"$28,500 ","$27,220 ","$21,840 ","$32,170 ",668,0.97,,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop"
2750,10,8,North Country Region,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",340,"$21,970 ","$20,180 ","$20,180 ","$23,210 ",668,0.97,,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop"
2751,10,9,Southern Tier Region,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",640,"$22,320 ","$20,640 ","$20,180 ","$23,530 ",668,0.97,,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop"
2752,10,10,Western New York Region,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",1230,"$23,540 ","$20,840 ","$20,180 ","$25,310 ",668,0.97,,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop"
2753,1,36,New York State,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",20990,"$25,580 ","$23,200 ","$20,180 ","$28,380 ",668,0.97,,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop"
2754,10,1,Capital Region,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,760,"$45,100 ","$43,170 ","$30,660 ","$52,320 ",607.,0.94,,First-Line Supervisors of Housekeeping and Janitorial Workers
2755,10,2,Central New York Region,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,450,"$45,690 ","$45,300 ","$29,740 ","$53,670 ",607.,0.94,,First-Line Supervisors of Housekeeping and Janitorial Workers
2756,10,3,Finger Lakes Region,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,740,"$43,600 ","$43,060 ","$28,590 ","$51,110 ",607.,0.94,,First-Line Supervisors of Housekeeping and Janitorial Workers
2757,10,4,Hudson Valley Region,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,1610,"$50,970 ","$49,780 ","$32,190 ","$60,360 ",607.,0.94,,First-Line Supervisors of Housekeeping and Janitorial Workers
2758,10,5,Long Island Region,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,1850,"$62,040 ","$62,550 ","$39,870 ","$73,130 ",607.,0.94,,First-Line Supervisors of Housekeeping and Janitorial Workers
2759,10,6,Mohawk Valley Region,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,220,"$45,060 ","$44,020 ","$32,130 ","$51,520 ",607.,0.94,,First-Line Supervisors of Housekeeping and Janitorial Workers
2760,10,7,New York City Region,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,5700,"$57,120 ","$57,290 ","$39,240 ","$66,050 ",607.,0.94,,First-Line Supervisors of Housekeeping and Janitorial Workers
2761,10,8,North Country Region,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,310,"$46,150 ","$46,080 ","$33,260 ","$52,600 ",607.,0.94,,First-Line Supervisors of Housekeeping and Janitorial Workers
2762,10,9,Southern Tier Region,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,450,"$43,720 ","$40,880 ","$29,400 ","$50,880 ",607.,0.94,,First-Line Supervisors of Housekeeping and Janitorial Workers
2763,10,10,Western New York Region,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,980,"$45,980 ","$46,370 ","$30,000 ","$53,960 ",607.,0.94,,First-Line Supervisors of Housekeeping and Janitorial Workers
2764,1,36,New York State,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,13150,"$53,430 ","$53,240 ","$34,630 ","$62,820 ",607.,0.94,,First-Line Supervisors of Housekeeping and Janitorial Workers
2765,10,1,Capital Region,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",230,"$54,980 ","$50,560 ","$37,040 ","$63,950 ",323,0.57,,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers"
2766,10,2,Central New York Region,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",260,"$44,050 ","$42,280 ","$29,190 ","$51,480 ",323,0.57,,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers"
2767,10,3,Finger Lakes Region,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",380,"$48,320 ","$46,550 ","$34,880 ","$55,040 ",323,0.57,,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers"
2768,10,4,Hudson Valley Region,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",810,"$60,780 ","$58,870 ","$38,800 ","$71,760 ",323,0.57,,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers"
2769,10,5,Long Island Region,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",1430,"$59,380 ","$56,350 ","$35,670 ","$71,240 ",323,0.57,,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers"
2770,10,6,Mohawk Valley Region,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",60,"$46,890 ","$42,250 ","$34,260 ","$53,210 ",323,0.57,,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers"
2771,10,7,New York City Region,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",890,"$62,990 ","$62,330 ","$46,040 ","$71,470 ",323,0.57,,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers"
2772,10,8,North Country Region,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",130,"$49,000 ","$45,480 ","$30,660 ","$58,160 ",323,0.57,,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers"
2773,10,9,Southern Tier Region,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",180,"$45,170 ","$45,140 ","$30,210 ","$52,650 ",323,0.57,,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers"
2774,10,10,Western New York Region,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",390,"$46,100 ","$42,090 ","$35,220 ","$51,550 ",323,0.57,,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers"
2775,1,36,New York State,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",4770,"$56,380 ","$52,790 ","$36,580 ","$66,280 ",323,0.57,,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers"
2776,10,1,Capital Region,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",10680,"$28,140 ","$25,080 ","$21,080 ","$31,670 ",367,0.66,,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners"
2777,10,2,Central New York Region,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",7160,"$30,390 ","$26,980 ","$20,630 ","$35,280 ",367,0.66,,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners"
2778,10,3,Finger Lakes Region,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",10740,"$26,910 ","$24,700 ","$20,810 ","$29,950 ",367,0.66,,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners"
2779,10,4,Hudson Valley Region,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",20150,"$31,820 ","$28,760 ","$20,930 ","$37,260 ",367,0.66,,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners"
2780,10,5,Long Island Region,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",25620,"$34,450 ","$30,030 ","$21,110 ","$41,120 ",367,0.66,,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners"
2781,10,6,Mohawk Valley Region,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",3980,"$27,340 ","$24,950 ","$20,780 ","$30,620 ",367,0.66,,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners"
2782,10,7,New York City Region,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",95330,"$36,180 ","$34,390 ","$22,610 ","$42,950 ",367,0.66,,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners"
2783,10,8,North Country Region,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",3200,"$29,290 ","$27,720 ","$21,490 ","$33,180 ",367,0.66,,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners"
2784,10,9,Southern Tier Region,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",6600,"$27,050 ","$24,710 ","$20,420 ","$30,360 ",367,0.66,,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners"
2785,10,10,Western New York Region,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",12310,"$28,890 ","$26,110 ","$20,780 ","$32,950 ",367,0.66,,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners"
2786,1,36,New York State,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",196830,"$33,250 ","$29,890 ","$21,360 ","$39,200 ",367,0.66,,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners"
2787,10,1,Capital Region,37-2012,Maids and Housekeeping Cleaners,2770,"$23,710 ","$22,820 ","$20,330 ","$25,400 ",381,0.69,0.0,Maids and Housekeeping Cleaners
2788,10,2,Central New York Region,37-2012,Maids and Housekeeping Cleaners,1960,"$23,720 ","$21,570 ","$20,180 ","$25,590 ",381,0.69,0.0,Maids and Housekeeping Cleaners
2789,10,3,Finger Lakes Region,37-2012,Maids and Housekeeping Cleaners,2210,"$24,270 ","$23,060 ","$20,180 ","$26,440 ",381,0.69,0.0,Maids and Housekeeping Cleaners
2790,10,4,Hudson Valley Region,37-2012,Maids and Housekeeping Cleaners,6300,"$26,750 ","$24,100 ","$20,730 ","$29,760 ",381,0.69,0.0,Maids and Housekeeping Cleaners
2791,10,5,Long Island Region,37-2012,Maids and Housekeeping Cleaners,3880,"$28,220 ","$26,660 ","$21,880 ","$31,380 ",381,0.69,0.0,Maids and Housekeeping Cleaners
2792,10,6,Mohawk Valley Region,37-2012,Maids and Housekeeping Cleaners,1250,"$23,370 ","$22,440 ","$20,180 ","$25,010 ",381,0.69,0.0,Maids and Housekeeping Cleaners
2793,10,7,New York City Region,37-2012,Maids and Housekeeping Cleaners,25460,"$42,600 ","$40,430 ","$24,390 ","$51,700 ",381,0.69,0.0,Maids and Housekeeping Cleaners
2794,10,8,North Country Region,37-2012,Maids and Housekeeping Cleaners,1160,"$25,080 ","$23,390 ","$20,360 ","$27,440 ",381,0.69,0.0,Maids and Housekeeping Cleaners
2795,10,9,Southern Tier Region,37-2012,Maids and Housekeeping Cleaners,1530,"$23,410 ","$21,210 ","$20,180 ","$25,210 ",381,0.69,0.0,Maids and Housekeeping Cleaners
2796,10,10,Western New York Region,37-2012,Maids and Housekeeping Cleaners,3860,"$24,580 ","$22,610 ","$20,180 ","$26,930 ",381,0.69,0.0,Maids and Housekeeping Cleaners
2797,1,36,New York State,37-2012,Maids and Housekeeping Cleaners,50540,"$34,120 ","$28,390 ","$21,240 ","$40,560 ",381,0.69,0.0,Maids and Housekeeping Cleaners
2798,10,1,Capital Region,37-2021,Pest Control Workers,180,"$45,080 ","$41,220 ","$27,720 ","$53,760 ",364,0.66,,Pest Control Workers
2799,10,2,Central New York Region,37-2021,Pest Control Workers,90,"$27,650 ","$25,270 ","$21,810 ","$30,580 ",364,0.66,,Pest Control Workers
2800,10,3,Finger Lakes Region,37-2021,Pest Control Workers,120,"$28,170 ","$28,260 ","$22,720 ","$30,890 ",364,0.66,,Pest Control Workers
2801,10,4,Hudson Valley Region,37-2021,Pest Control Workers,1030,"$32,430 ","$32,590 ","$25,020 ","$36,140 ",364,0.66,,Pest Control Workers
2802,10,5,Long Island Region,37-2021,Pest Control Workers,710,"$42,380 ","$41,120 ","$28,170 ","$49,490 ",364,0.66,,Pest Control Workers
2803,10,7,New York City Region,37-2021,Pest Control Workers,590,"$36,730 ","$37,030 ","$31,100 ","$39,540 ",364,0.66,,Pest Control Workers
2804,10,8,North Country Region,37-2021,Pest Control Workers,20,"$34,100 ","$32,190 ","$23,290 ","$39,500 ",364,0.66,,Pest Control Workers
2805,10,10,Western New York Region,37-2021,Pest Control Workers,120,"$37,360 ","$35,870 ","$27,380 ","$42,350 ",364,0.66,,Pest Control Workers
2806,1,36,New York State,37-2021,Pest Control Workers,2910,"$36,410 ","$35,200 ","$25,740 ","$41,740 ",364,0.66,,Pest Control Workers
2807,10,1,Capital Region,37-3011,Landscaping and Groundskeeping Workers,3870,"$31,220 ","$29,790 ","$23,460 ","$35,100 ",623,0.95,,Landscaping and Groundskeeping Workers
2808,10,2,Central New York Region,37-3011,Landscaping and Groundskeeping Workers,2570,"$28,170 ","$26,250 ","$21,160 ","$31,680 ",623,0.95,,Landscaping and Groundskeeping Workers
2809,10,3,Finger Lakes Region,37-3011,Landscaping and Groundskeeping Workers,3480,"$30,200 ","$29,150 ","$21,870 ","$34,370 ",623,0.95,,Landscaping and Groundskeeping Workers
2810,10,4,Hudson Valley Region,37-3011,Landscaping and Groundskeeping Workers,9320,"$35,950 ","$35,010 ","$24,140 ","$41,850 ",623,0.95,,Landscaping and Groundskeeping Workers
2811,10,5,Long Island Region,37-3011,Landscaping and Groundskeeping Workers,13370,"$34,390 ","$31,600 ","$23,420 ","$39,880 ",623,0.95,,Landscaping and Groundskeeping Workers
2812,10,6,Mohawk Valley Region,37-3011,Landscaping and Groundskeeping Workers,990,"$28,970 ","$25,710 ","$20,390 ","$33,260 ",623,0.95,,Landscaping and Groundskeeping Workers
2813,10,7,New York City Region,37-3011,Landscaping and Groundskeeping Workers,5450,"$37,970 ","$36,520 ","$24,590 ","$44,660 ",623,0.95,,Landscaping and Groundskeeping Workers
2814,10,8,North Country Region,37-3011,Landscaping and Groundskeeping Workers,1240,"$28,580 ","$27,480 ","$21,820 ","$31,960 ",623,0.95,,Landscaping and Groundskeeping Workers
2815,10,9,Southern Tier Region,37-3011,Landscaping and Groundskeeping Workers,1470,"$29,180 ","$26,150 ","$21,030 ","$33,250 ",623,0.95,,Landscaping and Groundskeeping Workers
2816,10,10,Western New York Region,37-3011,Landscaping and Groundskeeping Workers,4400,"$28,890 ","$26,620 ","$21,520 ","$32,580 ",623,0.95,,Landscaping and Groundskeeping Workers
2817,1,36,New York State,37-3011,Landscaping and Groundskeeping Workers,46430,"$33,240 ","$30,850 ","$22,500 ","$38,610 ",623,0.95,,Landscaping and Groundskeeping Workers
2818,10,2,Central New York Region,37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",n/a,"$34,850 ","$31,910 ","$22,650 ","$40,950 ",654,0.97,,"Pesticide Handlers, Sprayers, and Applicators, Vegetation"
2819,10,3,Finger Lakes Region,37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",n/a,"$32,130 ","$31,010 ","$27,110 ","$34,640 ",654,0.97,,"Pesticide Handlers, Sprayers, and Applicators, Vegetation"
2820,10,4,Hudson Valley Region,37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",n/a,"$35,550 ","$34,690 ","$24,810 ","$40,920 ",654,0.97,,"Pesticide Handlers, Sprayers, and Applicators, Vegetation"
2821,10,5,Long Island Region,37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",n/a,"$31,670 ","$30,190 ","$28,770 ","$33,120 ",654,0.97,,"Pesticide Handlers, Sprayers, and Applicators, Vegetation"
2822,10,7,New York City Region,37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",n/a,"$30,630 ","$29,530 ","$25,510 ","$33,190 ",654,0.97,,"Pesticide Handlers, Sprayers, and Applicators, Vegetation"
2823,10,8,North Country Region,37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",n/a,"$35,910 ","$32,350 ","$29,090 ","$39,320 ",654,0.97,,"Pesticide Handlers, Sprayers, and Applicators, Vegetation"
2824,1,36,New York State,37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",560,"$33,170 ","$30,820 ","$27,050 ","$36,230 ",654,0.97,,"Pesticide Handlers, Sprayers, and Applicators, Vegetation"
2825,10,1,Capital Region,37-3013,Tree Trimmers and Pruners,n/a,"$36,200 ","$36,440 ","$34,510 ","$37,050 ",421,0.77,,Tree Trimmers and Pruners
2826,10,4,Hudson Valley Region,37-3013,Tree Trimmers and Pruners,n/a,"$35,010 ","$30,640 ","$29,600 ","$37,710 ",421,0.77,,Tree Trimmers and Pruners
2827,10,5,Long Island Region,37-3013,Tree Trimmers and Pruners,360,"$45,040 ","$43,520 ","$37,060 ","$49,030 ",421,0.77,,Tree Trimmers and Pruners
2828,10,6,Mohawk Valley Region,37-3013,Tree Trimmers and Pruners,n/a,"$47,690 ","$46,250 ","$36,240 ","$53,410 ",421,0.77,,Tree Trimmers and Pruners
2829,10,7,New York City Region,37-3013,Tree Trimmers and Pruners,n/a,"$59,910 ","$60,340 ","$59,720 ","$60,000 ",421,0.77,,Tree Trimmers and Pruners
2830,10,9,Southern Tier Region,37-3013,Tree Trimmers and Pruners,n/a,"$45,530 ","$43,800 ","$37,140 ","$49,720 ",421,0.77,,Tree Trimmers and Pruners
2831,10,10,Western New York Region,37-3013,Tree Trimmers and Pruners,n/a,"$48,340 ","$49,230 ","$33,960 ","$55,530 ",421,0.77,,Tree Trimmers and Pruners
2832,1,36,New York State,37-3013,Tree Trimmers and Pruners,1520,"$45,120 ","$43,010 ","$31,220 ","$52,070 ",421,0.77,,Tree Trimmers and Pruners
2833,10,3,Finger Lakes Region,39-1011,Gaming Supervisors,n/a,"$53,740 ","$50,530 ","$41,890 ","$59,660 ",235,0.28,,Gaming Supervisors
2834,10,10,Western New York Region,39-1011,Gaming Supervisors,100,"$51,770 ","$49,170 ","$40,520 ","$57,390 ",235,0.28,,Gaming Supervisors
2835,1,36,New York State,39-1011,Gaming Supervisors,370,"$46,880 ","$46,030 ","$29,480 ","$55,580 ",235,0.28,,Gaming Supervisors
