,Area Type, Area, Area Name,SOC_CODE, Occupational Title, Employment,Mean Wage, Median Wage, Entry Wage, Experienced Wage                                                                                                                                                                                                                                             ,Rank,Probability,Label,Occupation
4070,10,2,Central New York Region,51-9111,Packaging and Filling Machine Operators and Tenders,1100,"$39,990 ","$31,440 ","$24,860 ","$47,550 ",681,0.98,,Packaging and Filling Machine Operators and Tenders
4071,10,3,Finger Lakes Region,51-9111,Packaging and Filling Machine Operators and Tenders,1940,"$34,310 ","$33,070 ","$22,580 ","$40,170 ",681,0.98,,Packaging and Filling Machine Operators and Tenders
4072,10,4,Hudson Valley Region,51-9111,Packaging and Filling Machine Operators and Tenders,1610,"$32,260 ","$27,440 ","$21,200 ","$37,780 ",681,0.98,,Packaging and Filling Machine Operators and Tenders
4073,10,5,Long Island Region,51-9111,Packaging and Filling Machine Operators and Tenders,3000,"$29,930 ","$25,390 ","$20,900 ","$34,450 ",681,0.98,,Packaging and Filling Machine Operators and Tenders
4074,10,6,Mohawk Valley Region,51-9111,Packaging and Filling Machine Operators and Tenders,410,"$29,330 ","$29,060 ","$20,180 ","$34,080 ",681,0.98,,Packaging and Filling Machine Operators and Tenders
4075,10,7,New York City Region,51-9111,Packaging and Filling Machine Operators and Tenders,3140,"$27,850 ","$22,850 ","$21,840 ","$31,830 ",681,0.98,,Packaging and Filling Machine Operators and Tenders
4076,10,8,North Country Region,51-9111,Packaging and Filling Machine Operators and Tenders,400,"$33,400 ","$31,370 ","$25,630 ","$37,290 ",681,0.98,,Packaging and Filling Machine Operators and Tenders
4077,10,9,Southern Tier Region,51-9111,Packaging and Filling Machine Operators and Tenders,670,"$35,910 ","$35,200 ","$25,960 ","$40,890 ",681,0.98,,Packaging and Filling Machine Operators and Tenders
4078,10,10,Western New York Region,51-9111,Packaging and Filling Machine Operators and Tenders,2280,"$35,390 ","$31,080 ","$22,160 ","$42,000 ",681,0.98,,Packaging and Filling Machine Operators and Tenders
4079,1,36,New York State,53-3041,Taxi Drivers and Chauffeurs,15140,"$33,800 ","$28,090 ","$21,470 ","$39,960 ",531,0.89,1.0,Taxi Drivers and Chauffeurs
4080,10,1,Capital Region,53-3041,Taxi Drivers and Chauffeurs,760,"$26,570 ","$23,950 ","$20,400 ","$29,660 ",531,0.89,1.0,Taxi Drivers and Chauffeurs
4081,10,2,Central New York Region,53-3041,Taxi Drivers and Chauffeurs,500,"$24,870 ","$22,610 ","$20,180 ","$27,360 ",531,0.89,1.0,Taxi Drivers and Chauffeurs
4082,10,3,Finger Lakes Region,53-3041,Taxi Drivers and Chauffeurs,870,"$25,900 ","$24,720 ","$20,860 ","$28,430 ",531,0.89,1.0,Taxi Drivers and Chauffeurs
4083,10,4,Hudson Valley Region,53-3041,Taxi Drivers and Chauffeurs,2620,"$33,360 ","$29,650 ","$21,470 ","$39,300 ",531,0.89,1.0,Taxi Drivers and Chauffeurs
4084,10,5,Long Island Region,53-3041,Taxi Drivers and Chauffeurs,2000,"$33,290 ","$28,010 ","$21,840 ","$39,020 ",531,0.89,1.0,Taxi Drivers and Chauffeurs
4085,10,6,Mohawk Valley Region,53-3041,Taxi Drivers and Chauffeurs,170,"$24,790 ","$22,260 ","$20,190 ","$27,080 ",531,0.89,1.0,Taxi Drivers and Chauffeurs
4086,10,7,New York City Region,53-3041,Taxi Drivers and Chauffeurs,6310,"$37,730 ","$31,500 ","$23,010 ","$45,090 ",531,0.89,1.0,Taxi Drivers and Chauffeurs
4087,10,8,North Country Region,53-3041,Taxi Drivers and Chauffeurs,110,"$24,370 ","$23,310 ","$20,180 ","$26,470 ",531,0.89,1.0,Taxi Drivers and Chauffeurs
4088,10,9,Southern Tier Region,53-3041,Taxi Drivers and Chauffeurs,250,"$25,380 ","$21,470 ","$20,180 ","$28,270 ",531,0.89,1.0,Taxi Drivers and Chauffeurs
4089,10,10,Western New York Region,53-3041,Taxi Drivers and Chauffeurs,1160,"$23,530 ","$22,390 ","$20,310 ","$25,150 ",531,0.89,1.0,Taxi Drivers and Chauffeurs
4090,1,36,New York State,51-6093,Upholsterers,1520,"$40,110 ","$37,690 ","$25,910 ","$47,210 ",267,0.39,,Upholsterers
4091,10,2,Central New York Region,51-6093,Upholsterers,n/a,"$33,940 ","$35,510 ","$26,670 ","$37,580 ",267,0.39,,Upholsterers
4092,10,3,Finger Lakes Region,51-6093,Upholsterers,n/a,"$37,110 ","$37,100 ","$24,610 ","$43,370 ",267,0.39,,Upholsterers
4093,10,4,Hudson Valley Region,51-6093,Upholsterers,n/a,"$37,020 ","$37,240 ","$30,370 ","$40,350 ",267,0.39,,Upholsterers
4094,10,5,Long Island Region,51-6093,Upholsterers,170,"$43,120 ","$45,680 ","$25,560 ","$51,900 ",267,0.39,,Upholsterers
4095,10,7,New York City Region,51-6093,Upholsterers,800,"$41,150 ","$35,650 ","$24,740 ","$49,360 ",267,0.39,,Upholsterers
4096,10,10,Western New York Region,51-6093,Upholsterers,n/a,"$33,620 ","$32,340 ","$25,720 ","$37,570 ",267,0.39,,Upholsterers
4097,1,36,New York State,53-7032,Excavating and Loading Machine and Dragline Operators,1540,"$64,080 ","$55,460 ","$37,530 ","$77,350 ",602,0.94,,Excavating and Loading Machine and Dragline Operators
4098,10,1,Capital Region,53-7032,Excavating and Loading Machine and Dragline Operators,90,"$49,360 ","$46,760 ","$37,300 ","$55,400 ",602,0.94,,Excavating and Loading Machine and Dragline Operators
4099,10,2,Central New York Region,53-7032,Excavating and Loading Machine and Dragline Operators,130,"$48,610 ","$45,510 ","$36,140 ","$54,850 ",602,0.94,,Excavating and Loading Machine and Dragline Operators
4100,10,3,Finger Lakes Region,53-7032,Excavating and Loading Machine and Dragline Operators,n/a,"$48,280 ","$48,700 ","$37,960 ","$53,450 ",602,0.94,,Excavating and Loading Machine and Dragline Operators
4101,10,5,Long Island Region,53-7032,Excavating and Loading Machine and Dragline Operators,160,"$50,320 ","$48,720 ","$38,920 ","$56,020 ",602,0.94,,Excavating and Loading Machine and Dragline Operators
4102,10,6,Mohawk Valley Region,53-7032,Excavating and Loading Machine and Dragline Operators,70,"$40,450 ","$37,950 ","$31,720 ","$44,810 ",602,0.94,,Excavating and Loading Machine and Dragline Operators
4103,10,7,New York City Region,53-7032,Excavating and Loading Machine and Dragline Operators,450,"$74,280 ","$82,210 ","$43,360 ","$89,740 ",602,0.94,,Excavating and Loading Machine and Dragline Operators
4104,10,8,North Country Region,53-7032,Excavating and Loading Machine and Dragline Operators,50,"$43,480 ","$43,840 ","$35,600 ","$47,410 ",602,0.94,,Excavating and Loading Machine and Dragline Operators
4105,10,9,Southern Tier Region,53-7032,Excavating and Loading Machine and Dragline Operators,50,"$42,780 ","$37,260 ","$28,460 ","$49,940 ",602,0.94,,Excavating and Loading Machine and Dragline Operators
4106,10,10,Western New York Region,53-7032,Excavating and Loading Machine and Dragline Operators,n/a,"$41,720 ","$37,000 ","$31,610 ","$46,780 ",602,0.94,,Excavating and Loading Machine and Dragline Operators
4107,1,36,New York State,51-6011,Laundry and Dry-Cleaning Workers,15650,"$24,870 ","$20,700 ","$20,180 ","$27,470 ",392,0.71,,Laundry and Dry-Cleaning Workers
4108,10,1,Capital Region,51-6011,Laundry and Dry-Cleaning Workers,690,"$25,070 ","$23,250 ","$20,380 ","$27,420 ",392,0.71,,Laundry and Dry-Cleaning Workers
4109,10,2,Central New York Region,51-6011,Laundry and Dry-Cleaning Workers,680,"$22,310 ","$20,630 ","$20,180 ","$23,560 ",392,0.71,,Laundry and Dry-Cleaning Workers
4110,10,3,Finger Lakes Region,51-6011,Laundry and Dry-Cleaning Workers,560,"$25,890 ","$24,930 ","$20,240 ","$28,710 ",392,0.71,,Laundry and Dry-Cleaning Workers
4111,10,4,Hudson Valley Region,51-6011,Laundry and Dry-Cleaning Workers,1430,"$24,880 ","$22,320 ","$20,180 ","$27,420 ",392,0.71,,Laundry and Dry-Cleaning Workers
4112,10,5,Long Island Region,51-6011,Laundry and Dry-Cleaning Workers,2430,"$25,290 ","$21,620 ","$20,800 ","$28,080 ",392,0.71,,Laundry and Dry-Cleaning Workers
4113,10,6,Mohawk Valley Region,51-6011,Laundry and Dry-Cleaning Workers,410,"$23,200 ","$21,900 ","$20,180 ","$24,930 ",392,0.71,,Laundry and Dry-Cleaning Workers
4114,10,7,New York City Region,51-6011,Laundry and Dry-Cleaning Workers,8200,"$24,870 ","$21,840 ","$21,840 ","$27,480 ",392,0.71,,Laundry and Dry-Cleaning Workers
4115,10,8,North Country Region,51-6011,Laundry and Dry-Cleaning Workers,170,"$25,110 ","$23,940 ","$21,650 ","$26,840 ",392,0.71,,Laundry and Dry-Cleaning Workers
4116,10,9,Southern Tier Region,51-6011,Laundry and Dry-Cleaning Workers,240,"$23,910 ","$22,100 ","$20,180 ","$26,020 ",392,0.71,,Laundry and Dry-Cleaning Workers
4117,10,10,Western New York Region,51-6011,Laundry and Dry-Cleaning Workers,760,"$26,370 ","$22,590 ","$20,180 ","$29,620 ",392,0.71,,Laundry and Dry-Cleaning Workers
4118,1,36,New York State,51-9122,"Painters, Transportation Equipment",1580,"$48,570 ","$47,570 ","$30,820 ","$57,440 ",382,0.69,,"Painters, Transportation Equipment"
4119,10,1,Capital Region,51-9122,"Painters, Transportation Equipment",60,"$43,510 ","$44,420 ","$34,660 ","$47,930 ",382,0.69,,"Painters, Transportation Equipment"
4120,10,2,Central New York Region,51-9122,"Painters, Transportation Equipment",160,"$34,780 ","$30,470 ","$23,460 ","$40,430 ",382,0.69,,"Painters, Transportation Equipment"
4121,10,3,Finger Lakes Region,51-9122,"Painters, Transportation Equipment",120,"$53,830 ","$57,940 ","$29,640 ","$65,930 ",382,0.69,,"Painters, Transportation Equipment"
4122,10,4,Hudson Valley Region,51-9122,"Painters, Transportation Equipment",340,"$47,370 ","$44,000 ","$33,810 ","$54,150 ",382,0.69,,"Painters, Transportation Equipment"
4123,10,5,Long Island Region,51-9122,"Painters, Transportation Equipment",470,"$57,780 ","$60,690 ","$39,210 ","$67,070 ",382,0.69,,"Painters, Transportation Equipment"
4124,10,6,Mohawk Valley Region,51-9122,"Painters, Transportation Equipment",60,"$34,970 ","$33,030 ","$25,820 ","$39,550 ",382,0.69,,"Painters, Transportation Equipment"
4125,10,7,New York City Region,51-9122,"Painters, Transportation Equipment",n/a,"$47,050 ","$47,130 ","$37,200 ","$51,980 ",382,0.69,,"Painters, Transportation Equipment"
4126,10,8,North Country Region,51-9122,"Painters, Transportation Equipment",30,"$42,030 ","$36,950 ","$34,650 ","$45,720 ",382,0.69,,"Painters, Transportation Equipment"
4127,10,9,Southern Tier Region,51-9122,"Painters, Transportation Equipment",80,"$36,470 ","$36,660 ","$28,350 ","$40,530 ",382,0.69,,"Painters, Transportation Equipment"
4128,10,10,Western New York Region,51-9122,"Painters, Transportation Equipment",n/a,"$51,600 ","$53,900 ","$34,030 ","$60,380 ",382,0.69,,"Painters, Transportation Equipment"
4129,1,36,New York State,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",15920,"$56,270 ","$53,310 ","$36,450 ","$66,180 ",362,0.65,,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers"
4130,10,1,Capital Region,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",1030,"$50,520 ","$48,130 ","$33,620 ","$58,970 ",362,0.65,,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers"
4131,10,2,Central New York Region,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",800,"$45,910 ","$43,840 ","$32,720 ","$52,500 ",362,0.65,,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers"
4132,10,3,Finger Lakes Region,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",1310,"$47,630 ","$45,330 ","$32,730 ","$55,080 ",362,0.65,,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers"
4133,10,4,Hudson Valley Region,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",1490,"$57,310 ","$56,280 ","$40,080 ","$65,930 ",362,0.65,,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers"
4134,10,5,Long Island Region,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",3690,"$60,660 ","$57,870 ","$43,110 ","$69,430 ",362,0.65,,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers"
4135,10,6,Mohawk Valley Region,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",410,"$40,830 ","$39,880 ","$30,940 ","$45,770 ",362,0.65,,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers"
4136,10,7,New York City Region,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",5520,"$61,160 ","$59,110 ","$37,820 ","$72,820 ",362,0.65,,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers"
4137,10,8,North Country Region,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",200,"$45,230 ","$45,180 ","$34,150 ","$50,770 ",362,0.65,,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers"
4138,10,9,Southern Tier Region,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",520,"$49,670 ","$46,010 ","$32,550 ","$58,230 ",362,0.65,,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers"
4139,10,10,Western New York Region,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",840,"$47,110 ","$41,640 ","$30,260 ","$55,530 ",362,0.65,,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers"
4140,1,36,New York State,53-5011,Sailors and Marine Oilers,1620,"$49,420 ","$48,530 ","$29,950 ","$59,160 ",461,0.83,,Sailors and Marine Oilers
4141,10,5,Long Island Region,53-5011,Sailors and Marine Oilers,520,"$40,640 ","$35,350 ","$24,510 ","$48,710 ",461,0.83,,Sailors and Marine Oilers
4142,10,7,New York City Region,53-5011,Sailors and Marine Oilers,860,"$56,170 ","$54,180 ","$41,930 ","$63,290 ",461,0.83,,Sailors and Marine Oilers
4143,10,10,Western New York Region,53-5011,Sailors and Marine Oilers,220,"$42,670 ","$40,640 ","$29,680 ","$49,170 ",461,0.83,,Sailors and Marine Oilers
4144,1,36,New York State,53-6021,Parking Lot Attendants,16280,"$24,130 ","$22,490 ","$20,200 ","$26,090 ",510,0.87,1.0,Parking Lot Attendants
4145,10,1,Capital Region,53-6021,Parking Lot Attendants,590,"$25,320 ","$24,130 ","$21,560 ","$27,200 ",510,0.87,1.0,Parking Lot Attendants
4146,10,2,Central New York Region,53-6021,Parking Lot Attendants,300,"$22,980 ","$22,140 ","$20,180 ","$24,410 ",510,0.87,1.0,Parking Lot Attendants
4147,10,3,Finger Lakes Region,53-6021,Parking Lot Attendants,380,"$27,720 ","$25,740 ","$22,450 ","$30,360 ",510,0.87,1.0,Parking Lot Attendants
4148,10,4,Hudson Valley Region,53-6021,Parking Lot Attendants,1230,"$25,360 ","$22,870 ","$20,280 ","$27,910 ",510,0.87,1.0,Parking Lot Attendants
4149,10,5,Long Island Region,53-6021,Parking Lot Attendants,1740,"$27,150 ","$24,460 ","$20,800 ","$30,660 ",510,0.87,1.0,Parking Lot Attendants
4150,10,6,Mohawk Valley Region,53-6021,Parking Lot Attendants,n/a,"$24,830 ","$23,150 ","$20,580 ","$26,950 ",510,0.87,1.0,Parking Lot Attendants
4151,10,7,New York City Region,53-6021,Parking Lot Attendants,9760,"$23,690 ","$22,490 ","$21,840 ","$25,360 ",510,0.87,1.0,Parking Lot Attendants
4152,10,8,North Country Region,53-6021,Parking Lot Attendants,60,"$21,280 ","$20,330 ","$20,180 ","$21,940 ",510,0.87,1.0,Parking Lot Attendants
4153,10,9,Southern Tier Region,53-6021,Parking Lot Attendants,170,"$24,050 ","$22,930 ","$20,920 ","$25,610 ",510,0.87,1.0,Parking Lot Attendants
4154,10,10,Western New York Region,53-6021,Parking Lot Attendants,920,"$22,280 ","$20,630 ","$20,180 ","$23,410 ",510,0.87,1.0,Parking Lot Attendants
4155,1,36,New York State,53-6061,"Transportation Attendants, Except Flight Attendants",1630,"$25,220 ","$21,550 ","$20,180 ","$27,860 ",412,0.75,,"Transportation Attendants, Except Flight Attendants"
4156,10,4,Hudson Valley Region,53-6061,"Transportation Attendants, Except Flight Attendants",n/a,"$25,150 ","$20,530 ","$20,180 ","$27,670 ",412,0.75,,"Transportation Attendants, Except Flight Attendants"
4157,10,5,Long Island Region,53-6061,"Transportation Attendants, Except Flight Attendants",100,"$33,290 ","$24,700 ","$21,960 ","$38,950 ",412,0.75,,"Transportation Attendants, Except Flight Attendants"
4158,10,7,New York City Region,53-6061,"Transportation Attendants, Except Flight Attendants",1320,"$24,990 ","$21,840 ","$21,840 ","$27,490 ",412,0.75,,"Transportation Attendants, Except Flight Attendants"
4159,10,10,Western New York Region,53-6061,"Transportation Attendants, Except Flight Attendants",n/a,"$21,280 ","$20,180 ","$20,180 ","$22,070 ",412,0.75,,"Transportation Attendants, Except Flight Attendants"
4160,1,36,New York State,53-4011,Locomotive Engineers,1650,"$66,000 ","$68,220 ","$52,630 ","$72,690 ",638,0.96,,Locomotive Engineers
4161,1,36,New York State,47-2022,Stonemasons,1680,"$47,780 ","$40,400 ","$26,000 ","$58,680 ",524,0.89,,Stonemasons
4162,10,1,Capital Region,47-2022,Stonemasons,n/a,"$47,030 ","$44,940 ","$33,000 ","$54,050 ",524,0.89,,Stonemasons
4163,10,4,Hudson Valley Region,47-2022,Stonemasons,n/a,"$37,940 ","$32,800 ","$29,290 ","$42,260 ",524,0.89,,Stonemasons
4164,10,5,Long Island Region,47-2022,Stonemasons,920,"$48,800 ","$39,920 ","$22,370 ","$62,020 ",524,0.89,,Stonemasons
4165,10,7,New York City Region,47-2022,Stonemasons,n/a,"$50,270 ","$40,790 ","$36,890 ","$56,950 ",524,0.89,,Stonemasons
4166,1,36,New York State,51-5113,Print Binding and Finishing Workers,1680,"$37,030 ","$36,000 ","$23,890 ","$43,600 ",618,0.95,,Print Binding and Finishing Workers
4167,10,1,Capital Region,51-5113,Print Binding and Finishing Workers,200,"$35,160 ","$34,780 ","$23,000 ","$41,250 ",618,0.95,,Print Binding and Finishing Workers
4168,10,2,Central New York Region,51-5113,Print Binding and Finishing Workers,90,"$32,020 ","$26,100 ","$23,140 ","$36,460 ",618,0.95,,Print Binding and Finishing Workers
4169,10,3,Finger Lakes Region,51-5113,Print Binding and Finishing Workers,260,"$32,500 ","$31,640 ","$24,080 ","$36,710 ",618,0.95,,Print Binding and Finishing Workers
4170,10,4,Hudson Valley Region,51-5113,Print Binding and Finishing Workers,n/a,"$26,080 ","$22,700 ","$20,180 ","$29,280 ",618,0.95,,Print Binding and Finishing Workers
4171,10,5,Long Island Region,51-5113,Print Binding and Finishing Workers,430,"$41,730 ","$41,770 ","$27,430 ","$48,890 ",618,0.95,,Print Binding and Finishing Workers
4172,10,6,Mohawk Valley Region,51-5113,Print Binding and Finishing Workers,70,"$33,430 ","$34,340 ","$25,090 ","$37,590 ",618,0.95,,Print Binding and Finishing Workers
4173,10,7,New York City Region,51-5113,Print Binding and Finishing Workers,350,"$39,470 ","$38,940 ","$23,080 ","$47,660 ",618,0.95,,Print Binding and Finishing Workers
4174,10,9,Southern Tier Region,51-5113,Print Binding and Finishing Workers,130,"$41,020 ","$42,640 ","$31,730 ","$45,670 ",618,0.95,,Print Binding and Finishing Workers
4175,10,10,Western New York Region,51-5113,Print Binding and Finishing Workers,110,"$29,330 ","$26,220 ","$22,580 ","$32,710 ",618,0.95,,Print Binding and Finishing Workers
4176,1,36,New York State,49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",1700,"$43,400 ","$37,420 ","$24,310 ","$52,940 ",597,0.94,,"Coin, Vending, and Amusement Machine Servicers and Repairers"
4177,10,1,Capital Region,49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",n/a,"$26,720 ","$24,640 ","$21,550 ","$29,310 ",597,0.94,,"Coin, Vending, and Amusement Machine Servicers and Repairers"
4178,10,2,Central New York Region,49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",160,"$37,250 ","$36,020 ","$24,630 ","$43,570 ",597,0.94,,"Coin, Vending, and Amusement Machine Servicers and Repairers"
